등록번호,서명,저자,발행자,청구기호,ISBN
BN0000026610,내가 너에게 가면 : 설재인 장편소설 ,설재인 지음,자이언트북스,813.7-설재인내,9791191824155 
BN0000026607,"내가 가진 오늘을 살아갑니다 : 서른다섯, 눈부신 생의 끝에서 결심한 것들 ",케이트 보울러 지음 ; 서지희 옮김,북라이프,848-보울러내,9791191013696 
BN0000026602,"내 이름은 낫짱, 김하강입니다 ",김송이 글 ; 김두현 그림,보리,813.7-김송이내,9791163143758 
BN0000025730,내가 죽었다고 생각해줘 : 아메드 칼루아 장편소설 ,아메드 칼루아 지음 ; 정혜용 옮김,창비,808.3-청소년창-v.47,9788936456474 
BN0000025729,사투리 귀신 ,남상순 지음,창비,808.3-청소년창-v.46,9788936456467 
BN0000025727,"1945, 철원 : 이현 장편소설 ",이현 지음,창비,808.3-청소년창-v.44,9788936456443 
BN0000025725,남학생 자리 . 2 : 친원쥔 장편소설 ,친원쥔 지음 ; 김택규 옮김,창비,808.3-청소년창-v.42,9788936456429 
BN0000025724,남학생 자리 . 1 : 친원쥔 장편소설 ,친원쥔 지음 ; 김택규 옮김,창비,808.3-청소년창-v.41,9788936456412 
BN0000025723,포에버 : 주디 블룸 장편소설 ,주디 블룸 지음 ; 김영진 옮김,창비,808.3-청소년창-v.40,9788936456405 
BN0000025722,라일락 피면 : 10대의 선택에 관한 여덟 편의 이야기 ,"공선옥 , 방미진 , 성석제 , 오수연 , 오진원 , 조은이 , 최인석 , 표명희 지음 ; 원종찬 엮음",창비,808.3-청소년창-v.4,9788936456047 
BN0000025721,나b책 : 김사과 장편소설 ,김사과 지음,창비,808.3-청소년창-v.39,9788936456399 
BN0000025719,사라진 조각 ,황선미 지음,창비,808.3-청소년창-v.37,9788936456375 
BN0000025716,계단의 집 : 윌리엄 슬레이터 장편소설 ,윌리엄 슬레이터 지음 ; 최세진 옮김,창비,808.3-청소년창-v.34,9788936456344 
BN0000025714,오프로드 다이어리 : 표명희 장편소설 ,표명희 지음,창비,808.3-청소년창-v.32,9788936456320 
BN0000025713,첫 죽음 이후 : 로버트 코마이어 장편소설 ,로버트 코마이어 지음 ; 안인희 옮김,창비,808.3-청소년창-v.31,9788936456313 
BN0000025712,애벌레를 위하여 : 이상권 장편소설 ,이상권 지음 ; 오정택 그림,창비,808.3-청소년창-v.30,9788936456306 
BN0000025709,약탈이 시작됐다 : 최인석 장편소설 ,최인석 지음,창비,808.3-청소년창-v.28,9788936456283 
BN0000025707,이름 없는 너에게 : 벌리 도허티 장편소설 ,벌리 도허티 지음 ; 장영희 옮김,창비,808.3-청소년창-v.26,9788936456269 
BN0000025706,이토록 뜨거운 파랑 : 신여랑 장편소설 ,신여랑 지음,창비,808.3-청소년창-v.25,9788936456252 
BN0000025693,붉은 지하철 : 끌로딘느 갈레아 장편소설 ,끌로딘느 갈레아 지음 ; 조현실 옮김,창비,808.3-청소년창-v.13,9788936456139 
BN0000025682,스프링 벅 ,배유안 지음,창비,808.3-청소년창-v.12,9788936456122 
BN0000025679,버샤 : 표명희 장편소설 ,표명희 지음,창비,808.3-청소년창-v.117,9788936457174 
BN0000025672,소리 높여 챌린지 : 케이트 메스너 장편소설 ,케이트 메스너 지음 ; 강나은 옮김,창비,808.3-청소년창-v.110,9788936457105 
BN0000025671,호수의 일 : 이현 장편소설 ,이현 지음,창비,808.3-청소년창-v.109,9788936457099 
BN0000025519,사랑니 ,이상권 지음,자음과모음,808.3-청소년자-v.16,9788954427241 
BN0000025517,지하세계 아이들 ,프랑수아즈 제 지음 ; 최정수 옮김,자음과모음,808.3-청소년자-v.14,9788954427210 
BN0000025397,키 재기 외 ,히구치 이치요 지음 ; 임경화 옮김,을유문화사,808-세계문을-v.33,9788932403632 
BN0000025337,전쟁과 평화 . 하 ,"레프 톨스토이 지음 ; 박종소 , 최종술 옮김",을유문화사,808-세계문을-v.100,9788932404820 
BN0000025336,도화선 ,공상임 지음 ; 이정재 옮김,을유문화사,808-세계문을-v.10,9788932403403 
BN0000025093,못 배운 세계 : 류연웅 연작소설 ,류연웅 지음,안전가옥,813.7-오리지안-v.6,9791190174862 
BN0000025092,밀수 : 리스트 컨선 : 이산화 장편소설 ,이산화 지음,안전가옥,813.7-오리지안-v.5,9791190174794 
BN0000025091,선샤인의 완벽한 죽음 : 범유진 장편소설 ,범유진 지음,안전가옥,813.7-오리지안-v.4,9791190174770 
BN0000025086,꽃이 부서지는 봄 : 한켠 장편소설 ,한켠 지음,안전가옥,813.7-오리지안-v.35,9791193024676 
BN0000025074,망각하는 자에게 축복을 : 민지형 장편소설 ,민지형 지음,안전가옥,813.7-오리지안-v.24,9791191193879 
BN0000025072,상사뱀 메소드 : 정이담 장편소설 ,정이담 지음,안전가옥,813.7-오리지안-v.22,9791191193794 
BN0000025071,스타더스트 패밀리 : 안세화 장편소설 ,안세화 지음,안전가옥,813.7-오리지안-v.21,9791191193732 
BN0000025070,온난한 날들 : 윤이안 장편소설 ,윤이안 지음,안전가옥,813.7-오리지안-v.20,9791191193572 
BN0000025068,모래도시 속 인형들 . 1 : 이경희 연작소설 ,이경희 지음,안전가옥,813.7-오리지안-v.19,9791191193510 
BN0000025067,기이현상청 사건일지 : 이산화 연작소설 ,이산화 지음,안전가옥,813.7-오리지안-v.18,9791191193497 
BN0000025066,저승 최후의 날 . 3 ,시아란 지음,안전가옥,813.7-오리지안-v.17,9791191193428 
BN0000025065,저승 최후의 날 . 2 ,시아란 지음,안전가옥,813.7-오리지안-v.16,9791191193411 
BN0000025063,메리 크리스하우스 : 김효인 장편소설 ,김효인 지음,안전가옥,813.7-오리지안-v.14,9791191193336 
BN0000025053,대스타 ,"심너울 , 배예람 , 이경희 , 정재환 , 황모과 지음",안전가옥,813.7-앤솔로안-v.5,9791190174817 
BN0000025046,근본 없는 월드 클래스 ,류연웅 지음,안전가옥,"813.7-쇼트,안-v.9",9791191193213 
BN0000025044,사뭇 강펀치 ,설재인 지음,안전가옥,"813.7-쇼트,안-v.7",9791191193077 
BN0000025043,"잘 먹고 잘 싸운다, 캡틴 허니 번 ",김여울 지음,안전가옥,"813.7-쇼트,안-v.6",9791191193015 
BN0000025042,짝꿍 : 듀나×이산화 ,"듀나 , 이산화 지음",안전가옥,"813.7-쇼트,안-v.5",9791190174954 
BN0000025040,우리들의 우주열차 ,최해린 지음,안전가옥,"813.7-쇼트,안-v.30",9791193024768 
BN0000025039,까라! ,한켠 지음,안전가옥,"813.7-쇼트,안-v.3",9791190174893 
BN0000025036,미래 변호사 이난영 ,권유수 지음,안전가옥,"813.7-쇼트,안-v.27",9791193024508 
BN0000025033,성은이 냥극하옵니다 ,백승화 지음,안전가옥,"813.7-쇼트,안-v.24",9791193024362 
BN0000025032,자네 이름은 산초가 좋겠다 ,가언 지음,안전가옥,"813.7-쇼트,안-v.23",9791193024348 
BN0000025030,당신에게 죽음을 ,유재영 지음 ; 안전가옥,안전가옥,"813.7-쇼트,안-v.21",9791193024263 
BN0000025017,9교시 소원 : 방과 후 낙서 활동 ,"김사라 , 차신환 , 이은주 지음",안전가옥,"813.7-픽픽,안-v.9",9791193024546 
BN0000025013,우먼 인 스펙트럼 ,"배예람 , 이수현 , 아밀 , 김수륜 , 진산 지음",안전가옥,"813.7-픽픽,안-v.5",9791191193817 
BN0000025012,가까운 세계와 먼 우리 ,"이경희 , 전삼혜 , 임태운 지음",안전가옥,"813.7-픽픽,안-v.4",9791191193770 
BN0000024989,"아무튼, 잡지 ",황효진 지음,코난북스,818-아무튼시-v.6,9791188605033 
BN0000024984,"아무튼, 현수동 ",장강명 지음,위고,818-아무튼시-v.55,9791186602928 
BN0000024451,고스트 라디오 : 레오폴도 가우트 장편소설 ,레오폴도 가우트 지음 ; 이원경 옮김,문학동네,808.3-블랙펜문-v.12,9788954609555 
BN0000024446,우리는 모두 집으로 돌아간다 ,마쓰이에 마사시 지음 ; 송태욱 옮김,비채,833.6-블랙앤비-v.94,9788934990062 
BN0000024439,세상의 봄 . 하 : 미야베 미유키 장편소설 ,미야베 미유키 지음 ; 권영주 옮김,비채,833.6-블랙앤비-v.88,9788934993223 
BN0000024438,세상의 봄 . 상 : 미야베 미유키 장편소설 ,미야베 미유키 지음 ; 권영주 옮김,비채,833.6-블랙앤비-v.87,9788934993216 
BN0000024404,달의 뒷면 = (The)dark side of the moon ,온다 리쿠 지음 ; 권영주 옮김,비채,833.6-블랙앤비-v.39,9788994343594 
BN0000024403,(속)항설백물어 : 교고쿠 나쓰히코 소설 ,교고쿠 나쓰히코 지음 ; 금정 옮김,비채,833.6-블랙앤비-v.32,9788994343334 
BN0000024399,잘린 머리에게 물어봐 : 노리즈키 린타로 장편소설 ,노리즈키 린타로 지음 ; 최고은 옮김,비채,833.6-블랙앤비-v.20,9788992036016 
BN0000024387,나를 찾는 소리 : 청화 시집 ,청화 지음,불교문예,"811.7-청화,나",9788997276707 
BN0000024385,늦여름 : 호리 다쓰오 단편선 ,호리 다쓰오 지음 ; 안민희 옮김,북노마드,833.6-호리다늦,9791186561904 
BN0000024384,타임 투어 ,문나인 글 ; 양양 그림,북극곰,813.7-문나인타,9791165883546 
BN0000024382,모두 열세 명 : 태국 유소년 축구팀의 경이적인 동굴 구조 ,크리스티나 순토르밧 지음 ; 이승숙 옮김,북극곰,848-순토르모,9791165882280 
BN0000024009,일곱 박공의 집 ,너새니얼 호손 지음 ; 정소영 옮김,민음사,808-세계문민-v.282,9788937462825 
BN0000024007,태양은 다시 떠오른다 ,어니스트 헤밍웨이 지음 ; 김욱동 옮김,민음사,808-세계문민-v.280,9788937462801 
BN0000024005,무기여 잘 있어라 ,어니스트 헤밍웨이 지음 ; 김욱동 옮김,민음사,808-세계문민-v.279,9788937462795 
BN0000024003,빌헬름 텔·간계와 사랑 ,프리드리히 실러 지음 ; 홍성광 옮김,민음사,808-세계문민-v.277,9788937462771 
BN0000024002,신의 화살 ,치누아 아체베 지음 ; 이소영 옮김,민음사,808-세계문민-v.276,9788937462764 
BN0000023907,보이지 않는 인간 . 1 ,랠프 엘리슨 지음 ; 조영환 옮김,민음사,808-세계문민-v.190,9788937461903 
BN0000023904,숄로호프 단편선 ,미하일 숄로호프 지음 ; 이항재 옮김,민음사,808-세계문민-v.188,9788937461880 
BN0000023901,나자 ,앙드레 브르통 지음 ; 오생근 옮김,민음사,808-세계문민-v.185,9788937461859 
BN0000023900,도둑 일기 ,장 주네 지음 ; 박형섭 옮김,민음사,808-세계문민-v.184,9788937461842 
BN0000023893,그물을 헤치고 ,아이리스 머독 지음 ; 유종호 옮김,민음사,808-세계문민-v.178,9788937461781 
BN0000023892,괴테와의 대화 . 2 ,요한 페터 에커만 지음 ; 장희창 옮김,민음사,808-세계문민-v.177,9788937461774 
BN0000023879,모렐의 발명 ,아돌포 비오이 카사레스 지음 ; 송병선 옮김,민음사,808-세계문민-v.165,9788937461651 
BN0000023878,운명의 딸 . 2 ,이사벨 아옌데 지음 ; 권미선 옮김,민음사,808-세계문민-v.164,9788937461644 
BN0000023871,밤의 군대들 ,노먼 메일러 지음 ; 권택영 옮김,민음사,808-세계문민-v.158,9788937461583 
BN0000023870,지상의 양식 ,앙드레 지드 지음 ; 김화영 옮김,민음사,808-세계문민-v.157,9788937461576 
BN0000023866,구덩이 ,안드레이 플라토노프 지음 ; 정보라 옮김,민음사,808-세계문민-v.153,9788937461538 
BN0000023860,성역 ,윌리엄 포크너 지음 ; 이진준 옮김,민음사,808-세계문민-v.148,9788937461484 
BN0000023859,제49호 품목의 경매 ,토머스 핀천 지음 ; 김성곤 옮김,민음사,808-세계문민-v.147,9788937461477 
BN0000023858,이름 없는 주드 . 2 ,토머스 하디 지음 ; 정종화 옮김,민음사,808-세계문민-v.146,9788937461460 
BN0000023857,이름 없는 주드 . 1 ,토머스 하디 지음 ; 정종화 옮김,민음사,808-세계문민-v.145,9788937461453 
BN0000023853,연초 도매상 . 3 ,존 바스 지음 ; 이운경 옮김,민음사,808-세계문민-v.141,9788937461415 
BN0000023852,연초 도매상 . 2 ,존 바스 지음 ; 이운경 옮김,민음사,808-세계문민-v.140,9788937461408 
BN0000023850,연초 도매상 . 1 ,존 바스 지음 ; 이운경 옮김,민음사,808-세계문민-v.139,9788937461392 
BN0000023847,무지개 . 2 ,D. H. 로렌스 지음 ; 김정매 옮김,민음사,808-세계문민-v.136,9788937461361 
BN0000023846,무지개 . 1 ,D. H. 로렌스 지음 ; 김정매 옮김,민음사,808-세계문민-v.135,9788937461354 
BN0000023845,새로운 인생 ,오르한 파묵 지음 ; 이난아 옮김,민음사,808-세계문민-v.134,9788937461347 
BN0000023844,바덴바덴에서의 여름 ,레오니드 치프킨 지음 ; 이장욱 옮김,민음사,808-세계문민-v.133,9788937461330 
BN0000023842,시르트의 바닷가 ,쥘리앙 그라크 지음 ; 송진석 옮김,민음사,808-세계문민-v.131,9788937461316 
BN0000023839,쿠오 바디스 . 2 ,헨릭 시엔키에비츠 지음 ; 최성은 옮김,민음사,808-세계문민-v.129,9788937461293 
BN0000023838,쿠오 바디스 . 1 ,헨릭 시엔키에비츠 지음 ; 최성은 옮김,민음사,808-세계문민-v.128,9788937461286 
BN0000023835,돼지꿈 ,황석영 지음,민음사,808-세계문민-v.125,9788937461255 
BN0000023834,목화밭의 고독 속에서 ,베르나르마리 콜테스 지음 ; 임수현 옮김,민음사,808-세계문민-v.124,9788937461248 
BN0000023832,나사의 회전 ,헨리 제임스 지음 ; 최경도 옮김,민음사,808-세계문민-v.122,9788937461224 
BN0000023831,안개 ,미겔 데 우나무노 지음 ; 조민현 옮김,민음사,808-세계문민-v.121,9788937461217 
BN0000023828,텔크테에서의 만남 ,귄터 그라스 지음 ; 안삼환 옮김,민음사,808-세계문민-v.119,9788937461194 
BN0000023826,로드 짐 . 2 ,조셉 콘래드 지음 ; 이상옥 옮김,민음사,808-세계문민-v.117,9788937461170 
BN0000023825,로드 짐 . 1 ,조셉 콘래드 지음 ; 이상옥 옮김,민음사,808-세계문민-v.116,9788937461163 
BN0000023824,새로운 인생 ,단테 알리기에리 지음 ; 단테 가브리엘 로세티 영역 ; 박우수 옮김,민음사,808-세계문민-v.115,9788937461156 
BN0000023823,파리의 노트르담 . 2 ,빅토르 위고 지음 ; 정기수 옮김,민음사,808-세계문민-v.114,9788937461149 
BN0000023810,포르노그라피아 ,비톨트 곰브로비치 지음 ; 임미경 옮김,민음사,808-세계문민-v.102,9788937461026 
BN0000023809,페르디두르케 ,비톨트 곰브로비치 지음 ; 윤진 옮김,민음사,808-세계문민-v.101,9788937461019 
BN0000023794,삼가 이와 같이 아뢰옵니다 ,미야베 미유키 지음  ; 김소연 옮김,북스피어,833.6-미야베삼,9791192313412 
BN0000023793,눈물점 ,미야베 미유키 지음 ; 김소연 옮김,북스피어,833.6-미야베눈,9788998791995 
BN0000023789,사슴을 사랑한 소년 ,사무엘 비외르크 지음 ; 이은정 옮김,황소자리,859.82-비외르사,9791185093864 
BN0000023788,합창-미사키 요스케의 귀환 : 나카야마 시치리 장편소설 ,나카야마 시치리 지음 ; 이연승 옮김,블루홀6,833.6-나카야미-v.6,9791189571740 
BN0000023787,다시 한번 베토벤 : 나카야마 시치리 장편소설 ,나카야마 시치리 지음 ; 이연승 옮김,블루홀6,833.6-나카야미-v.5,9791189571498 
BN0000023786,어디선가 베토벤 : 나카야마 시치리 장편소설 ,나카야마 시치리 지음 ; 이연승 옮김,블루홀6,833.6-나카야미-v.4,9791189571276 
BN0000023785,언제까지나 쇼팽 : 나카야마 시치리 장편소설 ,나카야마 시치리 지음 ; 이연승 옮김,블루홀6,833.6-나카야미-v.3,9791189571214 
BN0000023784,"잘 자요, 라흐마니노프 : 나카야마 시치리 장편소설 ",나카야마 시치리 지음 ; 이정민 옮김,블루홀6,833.6-나카야미-v.2,9791189571061 
BN0000023774,홈으로 슬라이딩 ,도리 힐레스타드 버틀러 지음 ; 김선희 옮김,미래인:,808.3-청소년미-v.8,9788983946065 
BN0000023763,"지니어스 게임 . 2 , 속임수 ",레오폴도 가우트 지음 ; 박우정 옮김,미래인:,808.3-청소년미-v.69,9788983949134 
BN0000023762,"구름사냥꾼의 노래 . 2 , 마지막 스카이러너 ",알렉스 쉬어러 지음 ; 윤여림 옮김,미래인:,808.3-청소년미-v.68,9788983949059 
